Size,Ntrial,TestAcc,TrainAcc,ConfMatrix,Config
10,6,0.7113960113960114,0.7167428996915222,[[10.5  1.9] [ 5.7  8.3]],1e-07
10,6,0.7152421652421652,0.733586852462504,[[10.6  1.8] [ 5.7  8.3]],1e-06
10,6,0.7269230769230769,0.7314842392653264,[[10.9  1.5] [ 5.7  8.3]],1e-05
10,6,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,7,0.6924501424501425,0.7171754777860511,[[10.7  1.7] [ 6.4  7.6]],1e-09
10,7,0.7075498575498576,0.7137946317767614,[[10.4  2. ] [ 5.7  8.3]],1e-08
10,7,0.7113960113960114,0.7167428996915222,[[10.5  1.9] [ 5.7  8.3]],1e-07
10,7,0.7152421652421652,0.733586852462504,[[10.6  1.8] [ 5.7  8.3]],1e-06
10,7,0.7269230769230769,0.7314842392653264,[[10.9  1.5] [ 5.7  8.3]],1e-05
10,7,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,8,0.6924501424501425,0.7171754777860511,[[10.7  1.7] [ 6.4  7.6]],1e-09
10,8,0.7075498575498576,0.7137946317767614,[[10.4  2. ] [ 5.7  8.3]],1e-08
10,8,0.7113960113960114,0.7167428996915222,[[10.5  1.9] [ 5.7  8.3]],1e-07
10,8,0.7152421652421652,0.733586852462504,[[10.6  1.8] [ 5.7  8.3]],1e-06
10,8,0.7269230769230769,0.7314842392653264,[[10.9  1.5] [ 5.7  8.3]],1e-05
10,8,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,9,0.6924501424501425,0.7171754777860511,[[10.7  1.7] [ 6.4  7.6]],1e-09
10,9,0.7075498575498576,0.7137946317767614,[[10.4  2. ] [ 5.7  8.3]],1e-08
10,9,0.7113960113960114,0.7167428996915222,[[10.5  1.9] [ 5.7  8.3]],1e-07
10,9,0.7152421652421652,0.733586852462504,[[10.6  1.8] [ 5.7  8.3]],1e-06
10,9,0.7269230769230769,0.7314842392653264,[[10.9  1.5] [ 5.7  8.3]],1e-05
10,9,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
